customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0006653,Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.68, ,Yes
C0006654,Female,1,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),114.94,3146.46,Yes
C0006655,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.54,2302.65,No
C0006656,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),66.46,66.46,Yes
C0006657,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),41.23,186.79,No
C0006658,Male,0,Yes,Yes,29,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,76.6,2179.38,Yes
C0006659,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),96.46,877.66,Yes
C0006660,Male,0,Yes,No,12,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),123.74,1522.67,Yes
C0006661,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,93.41,3126.16,Yes
C0006662,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,84.68,104.8,Yes
C0006663,Male,1,No,No,22,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),90.51,2032.4,Yes
C0006664,Male,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.47,176.74,Yes
C0006665,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.37,48.18,Yes
C0006666,Female,0,Yes,Yes,21,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.84,2013.5,Yes
C0006667,Male,0,No,Yes,2,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,61.0,133.97,Yes
C0006668,Male,0,No,No,27,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),68.88,1877.31,No
C0006669,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),95.43,324.17,Yes
C0006670,Female,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.7, ,Yes
C0006671,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,112.71,139.84,Yes
C0006672,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.22,1979.9,No
C0006673,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,87.61,808.65,Yes
C0006674,Female,0,No,Yes,7,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.41,609.97,No
C0006675,Male,0,No,No,13,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,47.18,535.21,No
C0006676,Male,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,77.62,1407.13,No
C0006677,Male,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.53, ,Yes
C0006678,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,105.17,4759.62,Yes
C0006679,Female,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),94.79,5900.97,No
C0006680,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,132.74,1254.84,Yes
C0006681,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.18,529.63,Yes
C0006682,Female,1,Yes,No,42,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.23,3356.4,No
C0006683,Male,0,No,No,11,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,80.48,890.37,No
C0006684,Male,1,Yes,No,38,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),24.06,979.7,No
C0006685,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,89.53, ,Yes
C0006686,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.31,1276.92,No
C0006687,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.67,3659.87,Yes
C0006688,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),118.46,589.53,Yes
C0006689,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),53.6,373.81,No
C0006690,Male,1,Yes,No,19,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),35.78,665.26,Yes
C0006691,Male,0,No,No,52,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),74.5,3875.8,No
C0006692,Male,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.65,156.16,Yes
C0006693,Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.02,2571.53,Yes
C0006694,Female,1,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.26,1062.8,Yes
C0006695,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.88,6732.41,No
C0006696,Female,0,Yes,Yes,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.54,1228.07,Yes
C0006697,Male,0,No,Yes,22,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.77,1667.5,Yes
C0006698,Male,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.04,588.7,No
C0006699,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),29.64,79.46,Yes
C0006700,Male,0,No,No,58,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),94.04,5479.39,No
C0006701,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.76,175.68,Yes
C0006702,Female,1,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),98.93, ,Yes
C0006703,Female,1,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.1,1160.55,No
C0006704,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,35.34,128.57,No
C0006705,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,88.13,2523.36,Yes
C0006706,Female,0,Yes,No,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,28.05,870.36,Yes
C0006707,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.99,245.29,Yes
C0006708,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),25.69,25.69,Yes
C0006709,Male,0,No,No,13,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,46.3,633.47,Yes
C0006710,Female,0,Yes,No,44,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),33.97,1555.02,No
C0006711,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,100.43,3794.14,Yes
C0006712,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,77.02,211.96,No
C0006713,Female,0,Yes,No,66,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),101.69,6683.8,No
C0006714,Female,1,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),119.33,643.91,No
C0006715,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,67.14,567.43,No
C0006716,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,139.13,391.37,Yes
C0006717,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,33.44,318.86,No
C0006718,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),35.82,813.36,No
C0006719,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.7,1102.17,Yes
C0006720,Female,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,33.37,1182.56,No
C0006721,Female,0,Yes,Yes,20,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),111.28,2168.08,No
C0006722,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.45,498.77,Yes
C0006723,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,129.04,2041.19,Yes
C0006724,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,36.34,36.34,No
C0006725,Female,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,76.25,1347.49,No
C0006726,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,54.67,587.78,Yes
C0006727,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,75.07,147.15,Yes
C0006728,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.53,818.66,Yes
C0006729,Female,1,Yes,Yes,45,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),42.44,1926.62,No
C0006730,Male,0,Yes,No,17,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,66.01,1128.6,Yes
C0006731,Female,1,No,Yes,46,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.38,3200.27,No
C0006732,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),72.88,604.02,No
C0006733,Male,1,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),119.41,8756.53,Yes
C0006734,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,36.48,311.11,Yes
C0006735,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.17,2399.98,Yes
C0006736,Female,1,Yes,Yes,7,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,29.24,166.93,Yes
C0006737,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.43,123.06,Yes
C0006738,Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,68.14,2369.37,No
C0006739,Female,0,No,No,28,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,26.48,710.86,Yes
C0006740,Female,0,No,No,34,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),26.91,960.68,No
C0006741,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,39.18,267.93,Yes
C0006742,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.42,1879.15,No
C0006743,Female,1,No,No,4,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.69,135.66,Yes
C0006744,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.94, ,No
C0006745,Female,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,127.92,5047.79,Yes
C0006746,Female,1,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,112.6,1563.26,No
C0006747,Male,0,No,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.42,5408.58,Yes
C0006748,Male,0,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,142.5,1273.08,Yes
C0006749,Male,0,No,No,62,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,107.95,6674.78,No
C0006750,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),34.33,715.64,No
C0006751,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),93.42,1248.91,Yes
C0006752,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.97,718.89,Yes
C0006753,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,127.52,4370.02,No
C0006754,Male,0,Yes,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),69.11,2392.49,No
C0006755,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,70.2,695.3,No
C0006756,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,69.92,1743.28,Yes
C0006757,Female,0,Yes,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,19.76,271.26,Yes
C0006758,Female,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,85.78,2187.39,No
C0006759,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,114.85,8207.85,Yes
C0006760,Female,1,No,No,6,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.91,188.52,Yes
C0006761,Female,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.55,714.2,No
C0006762,Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.9,694.26,No
C0006763,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),104.04,1513.59,No
C0006764,Female,1,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,70.09,2984.33,No
C0006765,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.04,482.74,Yes
C0006766,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,106.22,106.22,Yes
C0006767,Male,1,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),41.54,1273.93,No
C0006768,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,115.31,1783.08,No
C0006769,Female,0,No,No,11,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),116.2,1266.85,No
C0006770,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),90.93,348.34,No
C0006771,Male,1,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.06,90.3,Yes
C0006772,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.56,473.47,Yes
C0006773,Male,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,63.88,1606.64,No
C0006774,Male,0,Yes,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.41,285.93,Yes
C0006775,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,27.19,462.92,No
C0006776,Female,0,No,No,1,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),24.64,30.79,Yes
C0006777,Female,0,No,Yes,2,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,72.71,186.49,No
C0006778,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,105.1, ,No
C0006779,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.93,727.09,Yes
C0006780,Female,0,No,No,6,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,99.88,632.02,Yes
C0006781,Female,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.27,2102.73,No
C0006782,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,76.84,522.29,No
C0006783,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.19,609.2,Yes
C0006784,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,25.86,355.97,Yes
C0006785,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,54.42,337.08,No
C0006786,Female,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),117.78,4026.71,No
C0006787,Female,0,Yes,Yes,41,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),45.59,1843.06,Yes
C0006788,Male,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.01, ,Yes
C0006789,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),52.9,1122.48,No
C0006790,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),134.87,3028.61,Yes
C0006791,Female,1,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),112.58,7307.17,Yes
C0006792,Male,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,92.11,797.21,Yes
C0006793,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.13,435.72,Yes
C0006794,Female,1,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,89.16,1239.11,Yes
C0006795,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,117.67,1336.34,Yes
C0006796,Female,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,118.31,3603.45,Yes
C0006797,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),139.31,6375.92,Yes
C0006798,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,100.49,121.39,Yes
C0006799,Female,0,Yes,No,37,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.89,1188.88,No
C0006800,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),127.03,5910.33,Yes
C0006801,Female,0,Yes,No,51,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),78.39,3916.74,No
C0006802,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,86.88,2479.37,No
C0006803,Female,0,Yes,No,27,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.59,1890.86,No
C0006804,Male,1,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),52.72, ,Yes
C0006805,Female,0,No,No,50,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),42.22,2095.21,Yes
C0006806,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),63.74,524.79,No
C0006807,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),99.08, ,Yes
C0006808,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,84.41,747.68,Yes
C0006809,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.63,2264.5,Yes
C0006810,Male,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),101.75,1098.2,Yes
C0006811,Female,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),100.88,2826.59,No
C0006812,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,35.95,505.82,Yes
C0006813,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,111.86,774.22,Yes
C0006814,Male,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,41.72,215.48,Yes
C0006815,Male,1,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),125.04,1358.67,Yes
C0006816,Male,1,Yes,No,0,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.76, ,Yes
C0006817,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,50.36,471.97,No
C0006818,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),115.21,174.22,Yes
C0006819,Male,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,30.59,1253.27,Yes
C0006820,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),91.27,1629.52,Yes
C0006821,Male,1,No,Yes,20,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,73.68,1467.2,No
C0006822,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,95.86,534.45,Yes
C0006823,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,54.49,275.47,No
C0006824,Male,1,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,44.12,1026.1,No
C0006825,Female,1,No,No,22,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,27.6,614.49,No
C0006826,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.41,134.06,Yes
C0006827,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),20.45,86.64,No
C0006828,Male,0,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),113.58,6543.8,Yes
C0006829,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),45.54,269.34,Yes
C0006830,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,76.03, ,Yes
C0006831,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),30.42,30.42,Yes
